province,year,week,ndvi_mean,lst_day_mean,lst_night_mean
14 María Trinidad Sánchez,2015,26,,,
15 Monte Cristi,2015,26,,,
16 Pedernales,2015,26,,,
17 Peravia,2015,26,,,
18 Puerto Plata,2015,26,,,
19 Hermanas Mirabal,2015,26,,,
20 Samaná,2015,26,,,
21 San Cristóbal,2015,26,,,
22 San Juan,2015,26,,,
23 San Pedro de Macorís,2015,26,,,
24 Sánchez Ramírez,2015,26,,,
25 Santiago,2015,26,,,
26 Santiago Rodríguez,2015,26,,,
27 Valverde,2015,26,,,
28 Monseñor Nouel,2015,26,,,
29 Monte Plata,2015,26,,,
30 Hato Mayor,2015,26,,,
31 San José de Ocoa,2015,26,,,
32 Santo Domingo,2015,26,,,
01 Distrito Nacional,2015,27,,,
02 Azua,2015,27,,,
03 Baoruco,2015,27,,,
04 Barahona,2015,27,,,
05 Dajabón,2015,27,,,
06 Duarte,2015,27,,,
07 Elías Piña,2015,27,,,
08 El Seibo,2015,27,,,
09 Espaillat,2015,27,,,
10 Independencia,2015,27,,,
11 La Altagracia,2015,27,,,
12 La Romana,2015,27,,,
13 La Vega,2015,27,,,
14 María Trinidad Sánchez,2015,27,,,
15 Monte Cristi,2015,27,,,
16 Pedernales,2015,27,,,
17 Peravia,2015,27,,,
18 Puerto Plata,2015,27,,,
19 Hermanas Mirabal,2015,27,,,
20 Samaná,2015,27,,,
21 San Cristóbal,2015,27,,,
22 San Juan,2015,27,,,
23 San Pedro de Macorís,2015,27,,,
24 Sánchez Ramírez,2015,27,,,
25 Santiago,2015,27,,,
26 Santiago Rodríguez,2015,27,,,
27 Valverde,2015,27,,,
28 Monseñor Nouel,2015,27,,,
29 Monte Plata,2015,27,,,
30 Hato Mayor,2015,27,,,
31 San José de Ocoa,2015,27,,,
32 Santo Domingo,2015,27,,,
01 Distrito Nacional,2015,28,,,
02 Azua,2015,28,,,
03 Baoruco,2015,28,,,
04 Barahona,2015,28,,,
05 Dajabón,2015,28,,,
06 Duarte,2015,28,,,
07 Elías Piña,2015,28,,,
08 El Seibo,2015,28,,,
09 Espaillat,2015,28,,,
10 Independencia,2015,28,,,
11 La Altagracia,2015,28,,,
12 La Romana,2015,28,,,
13 La Vega,2015,28,,,
14 María Trinidad Sánchez,2015,28,,,
15 Monte Cristi,2015,28,,,
16 Pedernales,2015,28,,,
17 Peravia,2015,28,,,
18 Puerto Plata,2015,28,,,
19 Hermanas Mirabal,2015,28,,,
20 Samaná,2015,28,,,
21 San Cristóbal,2015,28,,,
22 San Juan,2015,28,,,
23 San Pedro de Macorís,2015,28,,,
24 Sánchez Ramírez,2015,28,,,
25 Santiago,2015,28,,,
26 Santiago Rodríguez,2015,28,,,
27 Valverde,2015,28,,,
28 Monseñor Nouel,2015,28,,,
29 Monte Plata,2015,28,,,
30 Hato Mayor,2015,28,,,
31 San José de Ocoa,2015,28,,,
32 Santo Domingo,2015,28,,,
01 Distrito Nacional,2015,29,,,
02 Azua,2015,29,,,
03 Baoruco,2015,29,,,
04 Barahona,2015,29,,,
05 Dajabón,2015,29,,,
06 Duarte,2015,29,,,
07 Elías Piña,2015,29,,,
08 El Seibo,2015,29,,,
09 Espaillat,2015,29,,,
10 Independencia,2015,29,,,
11 La Altagracia,2015,29,,,
12 La Romana,2015,29,,,
13 La Vega,2015,29,,,
14 María Trinidad Sánchez,2015,29,,,
15 Monte Cristi,2015,29,,,
16 Pedernales,2015,29,,,
17 Peravia,2015,29,,,
18 Puerto Plata,2015,29,,,
19 Hermanas Mirabal,2015,29,,,
20 Samaná,2015,29,,,
21 San Cristóbal,2015,29,,,
22 San Juan,2015,29,,,
23 San Pedro de Macorís,2015,29,,,
24 Sánchez Ramírez,2015,29,,,
25 Santiago,2015,29,,,
26 Santiago Rodríguez,2015,29,,,
27 Valverde,2015,29,,,
28 Monseñor Nouel,2015,29,,,
29 Monte Plata,2015,29,,,
30 Hato Mayor,2015,29,,,
31 San José de Ocoa,2015,29,,,
32 Santo Domingo,2015,29,,,
01 Distrito Nacional,2015,30,,,
02 Azua,2015,30,,,
03 Baoruco,2015,30,,,
04 Barahona,2015,30,,,
05 Dajabón,2015,30,,,
06 Duarte,2015,30,,,
07 Elías Piña,2015,30,,,
08 El Seibo,2015,30,,,
09 Espaillat,2015,30,,,
10 Independencia,2015,30,,,
11 La Altagracia,2015,30,,,
12 La Romana,2015,30,,,
13 La Vega,2015,30,,,
14 María Trinidad Sánchez,2015,30,,,
15 Monte Cristi,2015,30,,,
16 Pedernales,2015,30,,,
17 Peravia,2015,30,,,
18 Puerto Plata,2015,30,,,
19 Hermanas Mirabal,2015,30,,,
20 Samaná,2015,30,,,
21 San Cristóbal,2015,30,,,
22 San Juan,2015,30,,,
23 San Pedro de Macorís,2015,30,,,
24 Sánchez Ramírez,2015,30,,,
25 Santiago,2015,30,,,
26 Santiago Rodríguez,2015,30,,,
27 Valverde,2015,30,,,
28 Monseñor Nouel,2015,30,,,
29 Monte Plata,2015,30,,,
30 Hato Mayor,2015,30,,,
31 San José de Ocoa,2015,30,,,
32 Santo Domingo,2015,30,,,
01 Distrito Nacional,2015,31,,,
02 Azua,2015,31,,,
03 Baoruco,2015,31,,,
04 Barahona,2015,31,,,
05 Dajabón,2015,31,,,
06 Duarte,2015,31,,,
07 Elías Piña,2015,31,,,
08 El Seibo,2015,31,,,
09 Espaillat,2015,31,,,
10 Independencia,2015,31,,,
11 La Altagracia,2015,31,,,
12 La Romana,2015,31,,,
13 La Vega,2015,31,,,
14 María Trinidad Sánchez,2015,31,,,
15 Monte Cristi,2015,31,,,
16 Pedernales,2015,31,,,
17 Peravia,2015,31,,,
18 Puerto Plata,2015,31,,,
19 Hermanas Mirabal,2015,31,,,
20 Samaná,2015,31,,,
21 San Cristóbal,2015,31,,,
22 San Juan,2015,31,,,
23 San Pedro de Macorís,2015,31,,,
24 Sánchez Ramírez,2015,31,,,
25 Santiago,2015,31,,,
26 Santiago Rodríguez,2015,31,,,
27 Valverde,2015,31,,,
28 Monseñor Nouel,2015,31,,,
29 Monte Plata,2015,31,,,
30 Hato Mayor,2015,31,,,
31 San José de Ocoa,2015,31,,,
32 Santo Domingo,2015,31,,,
01 Distrito Nacional,2015,32,,,
02 Azua,2015,32,,,
03 Baoruco,2015,32,,,
04 Barahona,2015,32,,,
05 Dajabón,2015,32,,,
06 Duarte,2015,32,,,
07 Elías Piña,2015,32,,,
08 El Seibo,2015,32,,,
09 Espaillat,2015,32,,,
10 Independencia,2015,32,,,
11 La Altagracia,2015,32,,,
12 La Romana,2015,32,,,
13 La Vega,2015,32,,,
14 María Trinidad Sánchez,2015,32,,,
15 Monte Cristi,2015,32,,,
16 Pedernales,2015,32,,,
17 Peravia,2015,32,,,
18 Puerto Plata,2015,32,,,
19 Hermanas Mirabal,2015,32,,,
20 Samaná,2015,32,,,
21 San Cristóbal,2015,32,,,
22 San Juan,2015,32,,,
23 San Pedro de Macorís,2015,32,,,
24 Sánchez Ramírez,2015,32,,,
25 Santiago,2015,32,,,
26 Santiago Rodríguez,2015,32,,,
27 Valverde,2015,32,,,
28 Monseñor Nouel,2015,32,,,
29 Monte Plata,2015,32,,,
30 Hato Mayor,2015,32,,,
31 San José de Ocoa,2015,32,,,
32 Santo Domingo,2015,32,,,
01 Distrito Nacional,2015,33,,,
02 Azua,2015,33,,,
03 Baoruco,2015,33,,,
04 Barahona,2015,33,,,
05 Dajabón,2015,33,,,
06 Duarte,2015,33,,,
07 Elías Piña,2015,33,,,
08 El Seibo,2015,33,,,
09 Espaillat,2015,33,,,
10 Independencia,2015,33,,,
11 La Altagracia,2015,33,,,
12 La Romana,2015,33,,,
13 La Vega,2015,33,,,
14 María Trinidad Sánchez,2015,33,,,
15 Monte Cristi,2015,33,,,
16 Pedernales,2015,33,,,
17 Peravia,2015,33,,,
18 Puerto Plata,2015,33,,,
19 Hermanas Mirabal,2015,33,,,
20 Samaná,2015,33,,,
21 San Cristóbal,2015,33,,,
22 San Juan,2015,33,,,
23 San Pedro de Macorís,2015,33,,,
24 Sánchez Ramírez,2015,33,,,
25 Santiago,2015,33,,,
26 Santiago Rodríguez,2015,33,,,
27 Valverde,2015,33,,,
28 Monseñor Nouel,2015,33,,,
29 Monte Plata,2015,33,,,
30 Hato Mayor,2015,33,,,
31 San José de Ocoa,2015,33,,,
32 Santo Domingo,2015,33,,,
01 Distrito Nacional,2015,34,,,
02 Azua,2015,34,,,
03 Baoruco,2015,34,,,
04 Barahona,2015,34,,,
05 Dajabón,2015,34,,,
06 Duarte,2015,34,,,
07 Elías Piña,2015,34,,,
08 El Seibo,2015,34,,,
09 Espaillat,2015,34,,,
10 Independencia,2015,34,,,
11 La Altagracia,2015,34,,,
12 La Romana,2015,34,,,
13 La Vega,2015,34,,,
14 María Trinidad Sánchez,2015,34,,,
15 Monte Cristi,2015,34,,,
16 Pedernales,2015,34,,,
17 Peravia,2015,34,,,
18 Puerto Plata,2015,34,,,
19 Hermanas Mirabal,2015,34,,,
20 Samaná,2015,34,,,
21 San Cristóbal,2015,34,,,
22 San Juan,2015,34,,,
23 San Pedro de Macorís,2015,34,,,
24 Sánchez Ramírez,2015,34,,,
25 Santiago,2015,34,,,
26 Santiago Rodríguez,2015,34,,,
27 Valverde,2015,34,,,
28 Monseñor Nouel,2015,34,,,
29 Monte Plata,2015,34,,,
30 Hato Mayor,2015,34,,,
31 San José de Ocoa,2015,34,,,
32 Santo Domingo,2015,34,,,
01 Distrito Nacional,2015,35,,,
02 Azua,2015,35,,,
03 Baoruco,2015,35,,,
04 Barahona,2015,35,,,
05 Dajabón,2015,35,,,
06 Duarte,2015,35,,,
07 Elías Piña,2015,35,,,
08 El Seibo,2015,35,,,
09 Espaillat,2015,35,,,
10 Independencia,2015,35,,,
11 La Altagracia,2015,35,,,
12 La Romana,2015,35,,,
13 La Vega,2015,35,,,
14 María Trinidad Sánchez,2015,35,,,
15 Monte Cristi,2015,35,,,
16 Pedernales,2015,35,,,
17 Peravia,2015,35,,,
18 Puerto Plata,2015,35,,,
19 Hermanas Mirabal,2015,35,,,
20 Samaná,2015,35,,,
21 San Cristóbal,2015,35,,,
22 San Juan,2015,35,,,
23 San Pedro de Macorís,2015,35,,,
24 Sánchez Ramírez,2015,35,,,
25 Santiago,2015,35,,,
26 Santiago Rodríguez,2015,35,,,
27 Valverde,2015,35,,,
28 Monseñor Nouel,2015,35,,,
29 Monte Plata,2015,35,,,
30 Hato Mayor,2015,35,,,
31 San José de Ocoa,2015,35,,,
32 Santo Domingo,2015,35,,,
01 Distrito Nacional,2015,36,,,
02 Azua,2015,36,,,
03 Baoruco,2015,36,,,
04 Barahona,2015,36,,,
05 Dajabón,2015,36,,,
06 Duarte,2015,36,,,
07 Elías Piña,2015,36,,,
08 El Seibo,2015,36,,,
09 Espaillat,2015,36,,,
10 Independencia,2015,36,,,
11 La Altagracia,2015,36,,,
12 La Romana,2015,36,,,
13 La Vega,2015,36,,,
14 María Trinidad Sánchez,2015,36,,,
15 Monte Cristi,2015,36,,,
16 Pedernales,2015,36,,,
17 Peravia,2015,36,,,
18 Puerto Plata,2015,36,,,
19 Hermanas Mirabal,2015,36,,,
20 Samaná,2015,36,,,
21 San Cristóbal,2015,36,,,
22 San Juan,2015,36,,,
23 San Pedro de Macorís,2015,36,,,
24 Sánchez Ramírez,2015,36,,,
25 Santiago,2015,36,,,
26 Santiago Rodríguez,2015,36,,,
27 Valverde,2015,36,,,
28 Monseñor Nouel,2015,36,,,
29 Monte Plata,2015,36,,,
30 Hato Mayor,2015,36,,,
31 San José de Ocoa,2015,36,,,
32 Santo Domingo,2015,36,,,
01 Distrito Nacional,2015,37,,,
02 Azua,2015,37,,,
03 Baoruco,2015,37,,,
04 Barahona,2015,37,,,
05 Dajabón,2015,37,,,
06 Duarte,2015,37,,,
07 Elías Piña,2015,37,,,
08 El Seibo,2015,37,,,
09 Espaillat,2015,37,,,
10 Independencia,2015,37,,,
11 La Altagracia,2015,37,,,
12 La Romana,2015,37,,,
13 La Vega,2015,37,,,
14 María Trinidad Sánchez,2015,37,,,
15 Monte Cristi,2015,37,,,
16 Pedernales,2015,37,,,
17 Peravia,2015,37,,,
18 Puerto Plata,2015,37,,,
19 Hermanas Mirabal,2015,37,,,
20 Samaná,2015,37,,,
21 San Cristóbal,2015,37,,,
22 San Juan,2015,37,,,
23 San Pedro de Macorís,2015,37,,,
24 Sánchez Ramírez,2015,37,,,
25 Santiago,2015,37,,,
26 Santiago Rodríguez,2015,37,,,
27 Valverde,2015,37,,,
28 Monseñor Nouel,2015,37,,,
29 Monte Plata,2015,37,,,
30 Hato Mayor,2015,37,,,
31 San José de Ocoa,2015,37,,,
32 Santo Domingo,2015,37,,,
01 Distrito Nacional,2015,38,,,
02 Azua,2015,38,,,
03 Baoruco,2015,38,,,
04 Barahona,2015,38,,,
05 Dajabón,2015,38,,,
06 Duarte,2015,38,,,
07 Elías Piña,2015,38,,,
08 El Seibo,2015,38,,,
09 Espaillat,2015,38,,,
10 Independencia,2015,38,,,
11 La Altagracia,2015,38,,,
12 La Romana,2015,38,,,
13 La Vega,2015,38,,,
14 María Trinidad Sánchez,2015,38,,,
15 Monte Cristi,2015,38,,,
16 Pedernales,2015,38,,,
17 Peravia,2015,38,,,
18 Puerto Plata,2015,38,,,
19 Hermanas Mirabal,2015,38,,,
20 Samaná,2015,38,,,
21 San Cristóbal,2015,38,,,
22 San Juan,2015,38,,,
23 San Pedro de Macorís,2015,38,,,
24 Sánchez Ramírez,2015,38,,,
25 Santiago,2015,38,,,
26 Santiago Rodríguez,2015,38,,,
27 Valverde,2015,38,,,
28 Monseñor Nouel,2015,38,,,
29 Monte Plata,2015,38,,,
30 Hato Mayor,2015,38,,,
31 San José de Ocoa,2015,38,,,
32 Santo Domingo,2015,38,,,
01 Distrito Nacional,2015,39,,,
02 Azua,2015,39,,,
03 Baoruco,2015,39,,,
04 Barahona,2015,39,,,
05 Dajabón,2015,39,,,
06 Duarte,2015,39,,,
07 Elías Piña,2015,39,,,
08 El Seibo,2015,39,,,
09 Espaillat,2015,39,,,
10 Independencia,2015,39,,,
11 La Altagracia,2015,39,,,
12 La Romana,2015,39,,,
13 La Vega,2015,39,,,
14 María Trinidad Sánchez,2015,39,,,
15 Monte Cristi,2015,39,,,
16 Pedernales,2015,39,,,
17 Peravia,2015,39,,,
18 Puerto Plata,2015,39,,,
19 Hermanas Mirabal,2015,39,,,
20 Samaná,2015,39,,,
21 San Cristóbal,2015,39,,,
22 San Juan,2015,39,,,
23 San Pedro de Macorís,2015,39,,,
24 Sánchez Ramírez,2015,39,,,
25 Santiago,2015,39,,,
26 Santiago Rodríguez,2015,39,,,
27 Valverde,2015,39,,,
28 Monseñor Nouel,2015,39,,,
29 Monte Plata,2015,39,,,
30 Hato Mayor,2015,39,,,
31 San José de Ocoa,2015,39,,,
32 Santo Domingo,2015,39,,,
01 Distrito Nacional,2015,40,,,
02 Azua,2015,40,,,
03 Baoruco,2015,40,,,
04 Barahona,2015,40,,,
05 Dajabón,2015,40,,,
06 Duarte,2015,40,,,
07 Elías Piña,2015,40,,,
08 El Seibo,2015,40,,,
09 Espaillat,2015,40,,,
10 Independencia,2015,40,,,
11 La Altagracia,2015,40,,,
12 La Romana,2015,40,,,
13 La Vega,2015,40,,,
14 María Trinidad Sánchez,2015,40,,,
15 Monte Cristi,2015,40,,,
16 Pedernales,2015,40,,,
17 Peravia,2015,40,,,
18 Puerto Plata,2015,40,,,
19 Hermanas Mirabal,2015,40,,,
20 Samaná,2015,40,,,
21 San Cristóbal,2015,40,,,
22 San Juan,2015,40,,,
23 San Pedro de Macorís,2015,40,,,
24 Sánchez Ramírez,2015,40,,,
25 Santiago,2015,40,,,
26 Santiago Rodríguez,2015,40,,,
27 Valverde,2015,40,,,
28 Monseñor Nouel,2015,40,,,
29 Monte Plata,2015,40,,,
30 Hato Mayor,2015,40,,,
31 San José de Ocoa,2015,40,,,
32 Santo Domingo,2015,40,,,
01 Distrito Nacional,2015,41,,,
02 Azua,2015,41,,,
03 Baoruco,2015,41,,,
04 Barahona,2015,41,,,
05 Dajabón,2015,41,,,
06 Duarte,2015,41,,,
07 Elías Piña,2015,41,,,
08 El Seibo,2015,41,,,
09 Espaillat,2015,41,,,
10 Independencia,2015,41,,,
11 La Altagracia,2015,41,,,
12 La Romana,2015,41,,,
13 La Vega,2015,41,,,
14 María Trinidad Sánchez,2015,41,,,
15 Monte Cristi,2015,41,,,
16 Pedernales,2015,41,,,
17 Peravia,2015,41,,,
18 Puerto Plata,2015,41,,,
19 Hermanas Mirabal,2015,41,,,
20 Samaná,2015,41,,,
21 San Cristóbal,2015,41,,,
22 San Juan,2015,41,,,
23 San Pedro de Macorís,2015,41,,,
24 Sánchez Ramírez,2015,41,,,
25 Santiago,2015,41,,,
26 Santiago Rodríguez,2015,41,,,
27 Valverde,2015,41,,,
28 Monseñor Nouel,2015,41,,,
29 Monte Plata,2015,41,,,
30 Hato Mayor,2015,41,,,
31 San José de Ocoa,2015,41,,,
32 Santo Domingo,2015,41,,,
01 Distrito Nacional,2015,42,,,
02 Azua,2015,42,,,
03 Baoruco,2015,42,,,
04 Barahona,2015,42,,,
05 Dajabón,2015,42,,,
06 Duarte,2015,42,,,
07 Elías Piña,2015,42,,,
08 El Seibo,2015,42,,,
09 Espaillat,2015,42,,,
10 Independencia,2015,42,,,
11 La Altagracia,2015,42,,,
12 La Romana,2015,42,,,
13 La Vega,2015,42,,,
14 María Trinidad Sánchez,2015,42,,,
15 Monte Cristi,2015,42,,,
16 Pedernales,2015,42,,,
17 Peravia,2015,42,,,
18 Puerto Plata,2015,42,,,
19 Hermanas Mirabal,2015,42,,,
20 Samaná,2015,42,,,
21 San Cristóbal,2015,42,,,
22 San Juan,2015,42,,,
23 San Pedro de Macorís,2015,42,,,
24 Sánchez Ramírez,2015,42,,,
25 Santiago,2015,42,,,
26 Santiago Rodríguez,2015,42,,,
27 Valverde,2015,42,,,
28 Monseñor Nouel,2015,42,,,
29 Monte Plata,2015,42,,,
30 Hato Mayor,2015,42,,,
31 San José de Ocoa,2015,42,,,
32 Santo Domingo,2015,42,,,
01 Distrito Nacional,2015,43,,,
02 Azua,2015,43,,,
03 Baoruco,2015,43,,,
04 Barahona,2015,43,,,
05 Dajabón,2015,43,,,
06 Duarte,2015,43,,,
07 Elías Piña,2015,43,,,
08 El Seibo,2015,43,,,
09 Espaillat,2015,43,,,
10 Independencia,2015,43,,,
11 La Altagracia,2015,43,,,
12 La Romana,2015,43,,,
13 La Vega,2015,43,,,
14 María Trinidad Sánchez,2015,43,,,
15 Monte Cristi,2015,43,,,
16 Pedernales,2015,43,,,
17 Peravia,2015,43,,,
18 Puerto Plata,2015,43,,,
19 Hermanas Mirabal,2015,43,,,
20 Samaná,2015,43,,,
21 San Cristóbal,2015,43,,,
22 San Juan,2015,43,,,
23 San Pedro de Macorís,2015,43,,,
24 Sánchez Ramírez,2015,43,,,
25 Santiago,2015,43,,,
26 Santiago Rodríguez,2015,43,,,
27 Valverde,2015,43,,,
28 Monseñor Nouel,2015,43,,,
29 Monte Plata,2015,43,,,
30 Hato Mayor,2015,43,,,
31 San José de Ocoa,2015,43,,,
32 Santo Domingo,2015,43,,,
01 Distrito Nacional,2015,44,,,
02 Azua,2015,44,,,
03 Baoruco,2015,44,,,
04 Barahona,2015,44,,,
05 Dajabón,2015,44,,,
06 Duarte,2015,44,,,
07 Elías Piña,2015,44,,,
08 El Seibo,2015,44,,,
09 Espaillat,2015,44,,,
10 Independencia,2015,44,,,
11 La Altagracia,2015,44,,,
12 La Romana,2015,44,,,
13 La Vega,2015,44,,,
14 María Trinidad Sánchez,2015,44,,,
15 Monte Cristi,2015,44,,,
16 Pedernales,2015,44,,,
17 Peravia,2015,44,,,
18 Puerto Plata,2015,44,,,
19 Hermanas Mirabal,2015,44,,,
20 Samaná,2015,44,,,
21 San Cristóbal,2015,44,,,
22 San Juan,2015,44,,,
23 San Pedro de Macorís,2015,44,,,
24 Sánchez Ramírez,2015,44,,,
25 Santiago,2015,44,,,
26 Santiago Rodríguez,2015,44,,,
27 Valverde,2015,44,,,
28 Monseñor Nouel,2015,44,,,
29 Monte Plata,2015,44,,,
30 Hato Mayor,2015,44,,,
31 San José de Ocoa,2015,44,,,
32 Santo Domingo,2015,44,,,
01 Distrito Nacional,2015,45,,,
02 Azua,2015,45,,,
03 Baoruco,2015,45,,,
04 Barahona,2015,45,,,
05 Dajabón,2015,45,,,
06 Duarte,2015,45,,,
07 Elías Piña,2015,45,,,
08 El Seibo,2015,45,,,
09 Espaillat,2015,45,,,
10 Independencia,2015,45,,,
11 La Altagracia,2015,45,,,
12 La Romana,2015,45,,,
13 La Vega,2015,45,,,
14 María Trinidad Sánchez,2015,45,,,
15 Monte Cristi,2015,45,,,
16 Pedernales,2015,45,,,
17 Peravia,2015,45,,,
18 Puerto Plata,2015,45,,,
19 Hermanas Mirabal,2015,45,,,
20 Samaná,2015,45,,,
21 San Cristóbal,2015,45,,,
22 San Juan,2015,45,,,
23 San Pedro de Macorís,2015,45,,,
24 Sánchez Ramírez,2015,45,,,
25 Santiago,2015,45,,,
26 Santiago Rodríguez,2015,45,,,
27 Valverde,2015,45,,,
28 Monseñor Nouel,2015,45,,,
29 Monte Plata,2015,45,,,
30 Hato Mayor,2015,45,,,
31 San José de Ocoa,2015,45,,,
32 Santo Domingo,2015,45,,,
01 Distrito Nacional,2015,46,,,
02 Azua,2015,46,,,
03 Baoruco,2015,46,,,
04 Barahona,2015,46,,,
05 Dajabón,2015,46,,,
06 Duarte,2015,46,,,
07 Elías Piña,2015,46,,,
08 El Seibo,2015,46,,,
09 Espaillat,2015,46,,,
10 Independencia,2015,46,,,
11 La Altagracia,2015,46,,,
12 La Romana,2015,46,,,
13 La Vega,2015,46,,,
14 María Trinidad Sánchez,2015,46,,,
15 Monte Cristi,2015,46,,,
16 Pedernales,2015,46,,,
17 Peravia,2015,46,,,
18 Puerto Plata,2015,46,,,
19 Hermanas Mirabal,2015,46,,,
20 Samaná,2015,46,,,
21 San Cristóbal,2015,46,,,
22 San Juan,2015,46,,,
23 San Pedro de Macorís,2015,46,,,
24 Sánchez Ramírez,2015,46,,,
25 Santiago,2015,46,,,
26 Santiago Rodríguez,2015,46,,,
27 Valverde,2015,46,,,
28 Monseñor Nouel,2015,46,,,
29 Monte Plata,2015,46,,,
30 Hato Mayor,2015,46,,,
31 San José de Ocoa,2015,46,,,
32 Santo Domingo,2015,46,,,
01 Distrito Nacional,2015,47,,,
02 Azua,2015,47,,,
03 Baoruco,2015,47,,,
04 Barahona,2015,47,,,
05 Dajabón,2015,47,,,
06 Duarte,2015,47,,,
07 Elías Piña,2015,47,,,
08 El Seibo,2015,47,,,
09 Espaillat,2015,47,,,
10 Independencia,2015,47,,,
11 La Altagracia,2015,47,,,
12 La Romana,2015,47,,,
13 La Vega,2015,47,,,
14 María Trinidad Sánchez,2015,47,,,
15 Monte Cristi,2015,47,,,
16 Pedernales,2015,47,,,
17 Peravia,2015,47,,,
18 Puerto Plata,2015,47,,,
19 Hermanas Mirabal,2015,47,,,
20 Samaná,2015,47,,,
21 San Cristóbal,2015,47,,,
22 San Juan,2015,47,,,
23 San Pedro de Macorís,2015,47,,,
24 Sánchez Ramírez,2015,47,,,
25 Santiago,2015,47,,,
26 Santiago Rodríguez,2015,47,,,
27 Valverde,2015,47,,,
28 Monseñor Nouel,2015,47,,,
29 Monte Plata,2015,47,,,
30 Hato Mayor,2015,47,,,
31 San José de Ocoa,2015,47,,,
32 Santo Domingo,2015,47,,,
01 Distrito Nacional,2015,48,,,
02 Azua,2015,48,,,
03 Baoruco,2015,48,,,
04 Barahona,2015,48,,,
05 Dajabón,2015,48,,,
06 Duarte,2015,48,,,
07 Elías Piña,2015,48,,,
08 El Seibo,2015,48,,,
09 Espaillat,2015,48,,,
10 Independencia,2015,48,,,
11 La Altagracia,2015,48,,,
12 La Romana,2015,48,,,
13 La Vega,2015,48,,,
14 María Trinidad Sánchez,2015,48,,,
15 Monte Cristi,2015,48,,,
16 Pedernales,2015,48,,,
17 Peravia,2015,48,,,
18 Puerto Plata,2015,48,,,
19 Hermanas Mirabal,2015,48,,,
20 Samaná,2015,48,,,
21 San Cristóbal,2015,48,,,
22 San Juan,2015,48,,,
23 San Pedro de Macorís,2015,48,,,
24 Sánchez Ramírez,2015,48,,,
25 Santiago,2015,48,,,
26 Santiago Rodríguez,2015,48,,,
27 Valverde,2015,48,,,
28 Monseñor Nouel,2015,48,,,
29 Monte Plata,2015,48,,,
30 Hato Mayor,2015,48,,,
31 San José de Ocoa,2015,48,,,
32 Santo Domingo,2015,48,,,
01 Distrito Nacional,2015,49,,,
02 Azua,2015,49,,,
03 Baoruco,2015,49,,,
04 Barahona,2015,49,,,
05 Dajabón,2015,49,,,
06 Duarte,2015,49,,,
07 Elías Piña,2015,49,,,
08 El Seibo,2015,49,,,
09 Espaillat,2015,49,,,
10 Independencia,2015,49,,,
11 La Altagracia,2015,49,,,
12 La Romana,2015,49,,,
13 La Vega,2015,49,,,
14 María Trinidad Sánchez,2015,49,,,
15 Monte Cristi,2015,49,,,
16 Pedernales,2015,49,,,
17 Peravia,2015,49,,,
18 Puerto Plata,2015,49,,,
19 Hermanas Mirabal,2015,49,,,
20 Samaná,2015,49,,,
21 San Cristóbal,2015,49,,,
22 San Juan,2015,49,,,
23 San Pedro de Macorís,2015,49,,,
24 Sánchez Ramírez,2015,49,,,
25 Santiago,2015,49,,,
26 Santiago Rodríguez,2015,49,,,
27 Valverde,2015,49,,,
28 Monseñor Nouel,2015,49,,,
29 Monte Plata,2015,49,,,
30 Hato Mayor,2015,49,,,
31 San José de Ocoa,2015,49,,,
32 Santo Domingo,2015,49,,,
01 Distrito Nacional,2015,50,,,
02 Azua,2015,50,,,
03 Baoruco,2015,50,,,
04 Barahona,2015,50,,,
05 Dajabón,2015,50,,,
06 Duarte,2015,50,,,
07 Elías Piña,2015,50,,,
08 El Seibo,2015,50,,,
09 Espaillat,2015,50,,,
10 Independencia,2015,50,,,
11 La Altagracia,2015,50,,,
12 La Romana,2015,50,,,
13 La Vega,2015,50,,,
14 María Trinidad Sánchez,2015,50,,,
15 Monte Cristi,2015,50,,,
16 Pedernales,2015,50,,,
17 Peravia,2015,50,,,
18 Puerto Plata,2015,50,,,
19 Hermanas Mirabal,2015,50,,,
20 Samaná,2015,50,,,
21 San Cristóbal,2015,50,,,
22 San Juan,2015,50,,,
23 San Pedro de Macorís,2015,50,,,
24 Sánchez Ramírez,2015,50,,,
25 Santiago,2015,50,,,
26 Santiago Rodríguez,2015,50,,,
27 Valverde,2015,50,,,
28 Monseñor Nouel,2015,50,,,
29 Monte Plata,2015,50,,,
30 Hato Mayor,2015,50,,,
31 San José de Ocoa,2015,50,,,
32 Santo Domingo,2015,50,,,
01 Distrito Nacional,2015,51,,,
02 Azua,2015,51,,,
03 Baoruco,2015,51,,,
04 Barahona,2015,51,,,
05 Dajabón,2015,51,,,
06 Duarte,2015,51,,,
07 Elías Piña,2015,51,,,
08 El Seibo,2015,51,,,
09 Espaillat,2015,51,,,
10 Independencia,2015,51,,,
11 La Altagracia,2015,51,,,
12 La Romana,2015,51,,,
13 La Vega,2015,51,,,
14 María Trinidad Sánchez,2015,51,,,
15 Monte Cristi,2015,51,,,
16 Pedernales,2015,51,,,
17 Peravia,2015,51,,,
18 Puerto Plata,2015,51,,,
19 Hermanas Mirabal,2015,51,,,
20 Samaná,2015,51,,,
21 San Cristóbal,2015,51,,,
22 San Juan,2015,51,,,
23 San Pedro de Macorís,2015,51,,,
24 Sánchez Ramírez,2015,51,,,
25 Santiago,2015,51,,,
26 Santiago Rodríguez,2015,51,,,
